Time;Time Code;Country Name;Country Code;Population density (people per sq. km of land area) [EN.POP.DNST];Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS];Prevalence of HIV, female (% ages 15-24) [SH.HIV.1524.FE.ZS];School enrollment, primary, private (% of total primary) [SE.PRM.PRIV.ZS];People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS];Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS];Unemployment with basic education, female (% of female labor force with basic education) [SL.UEM.BASC.FE.ZS];Urban population (% of total population) [SP.URB.TOTL.IN.ZS];Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita) [EN.GHG.CO2.PC.CE.AR5];Forest area (% of land area) [AG.LND.FRST.ZS];Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS];Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN];GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD];Access to electricity (% of population) [EG.ELC.ACCS.ZS]
2021;YR2021;Fiji;FJI;50.608100711549;6.6;0.1;..;95.453461944814;..;..;57.74;1.79048463676577;62.7640941434045;1.5997674680295;68.877;9980;92.1
2021;YR2021;Gabon;GAB;9.08595878449179;23;1.5;..;86.6249293561994;..;..;90.423;2.39293962571849;91.2745760080723;1.5398824689606;68.494;16490;91.8
2021;YR2021;Gambia, The;GMB;260.861264822134;19.6;0.4;33.3707885742188;85.0674415666693;..;..;63.222;0.221105520024122;23.4123814229249;0.76855558144666;63.529;2640;63.7
2021;YR2021;Georgia;GEO;64.8834808775675;2.9;0.1;10.472089767456;94.8252160695635;..;..;59.872;3.21662293959192;40.6159159591308;1.60542784800892;76.681;17740;100
2021;YR2021;Ghana;GHA;144.300083943867;4.9;1;30.8761291503906;87.3922710396825;52.381;3.504;57.985;0.733005734377676;35.1286771589176;0.384879261038789;66.014;6340;86.3
2021;YR2021;Grenada;GRD;366.5;..;..;..;..;..;..;36.694;0.946151994221973;52.0588235294118;..;77.898;13060;93.7
2021;YR2021;Guatemala;GTM;159.665416200075;13.3;0.1;11.6148500442505;94.2496190017948;43.205;3.869;52.245;1.1736819471195;32.812616648003;0.397670423818451;72.651;11810;97.9
2021;YR2021;Guinea;GIN;55.0704297574475;12.9;0.9;..;70.179197632542;..;..;37.264;0.270353636804749;25.0244180367898;1.48454111736468;60.099;3210;46.8
2021;YR2021;Guinea-Bissau;GNB;73.2831081081081;37.9;1;..;61.6889834490303;..;..;44.617;0.162127721316957;70.1127311522048;1.60258794398635;61.796;2300;35.8
2021;YR2021;Haiti;HTI;415.368976777939;45;0.9;..;67.0612754217819;..;..;57.964;0.289222978258528;12.4887518142235;0.110133662270893;66.119;3120;47.2
2021;YR2021;Honduras;HND;91.861158280454;18.7;0.1;10.658989906311;95.427066798294;48.69;12.349;58.982;0.976538538062305;56.6476896952364;1.54111976577739;72.534;5690;94.1
2021;YR2021;Iran, Islamic Rep.;IRN;54.1900967642527;6.1;0.1;..;97.5719240190726;13.25;4.98;76.345;7.70915425594397;6.63521109399075;2.19253403937114;76.808;15040;100
2021;YR2021;Iraq;IRQ;100.278240518925;16.3;0.1;..;98.3711543673953;10.767;36.629;71.119;4.13311862710525;1.90036118379833;2.30492820761499;72.422;12470;100
2021;YR2021;Jamaica;JAM;261.098337950139;8.3;0.5;9.90968990325928;91.0640359440533;56.037;3.831;56.652;2.15507683820214;55.4730655586334;1.46676867767402;72.543;9340;100
2021;YR2021;Jordan;JOR;125.552154424849;..;0.1;29.4463996887207;98.9650286553483;13.811;13.789;91.626;2.06181618362944;1.09804716534901;4.81123191507576;76.773;9070;99.9
2021;YR2021;Kazakhstan;KAZ;7.10869948512798;2.5;..;..;95.4440593150103;..;..;57.821;12.2566795175911;1.29048383153684;0.819281683646492;74.03;29730;100
2021;YR2021;Kenya;KEN;93.1328214499069;27.8;1.9;..;62.1988372789129;62.847;4.698;28.493;0.394882700538098;6.34481849808483;1.07091960171957;64.09;5270;76.5
2021;YR2021;Kiribati;KIR;159.103703703704;12.1;..;..;74.8564949036471;..;..;56.335;0.561013082545742;1.45679012345679;..;69.096;4730;92.8
2021;YR2021;Korea, Dem. People's Rep.;PRK;215.695614982144;45.5;..;..;93.8651413187457;..;..;62.642;2.11115786675519;49.903330288182;..;75.743;..;52.6
2021;YR2021;Kosovo;XKX;..;..;..;..;..;19.209;33.6;..;..;..;0.845928815212092;79.553;12600;..
2021;YR2021;Kyrgyz Republic;KGZ;35.3149113660063;4.8;0.1;3.09882998466492;90.7535570360755;52.489;..;37.146;1.49948327280243;6.95318039624609;1.5607751592689;76.1;5410;99.7
2021;YR2021;Lao PDR;LAO;32.1709575389948;4.7;0.1;..;85.3403998910021;..;..;36.939;2.72244374689649;71.7547660311958;..;70.078;7650;100
2021;YR2021;Lebanon;LBN;546.689247311828;..;0.1;68.1129837036133;92.6;..;..;89.093;4.06819259128664;14.069403714565;3.36622246400457;77.251;11090;100
2021;YR2021;Lesotho;LSO;75.1467061923584;46;8.2;..;73.6287606631279;..;..;29.48;0.312739156695686;1.13702239789196;1.56061124415555;55.927;2870;50.4
2021;YR2021;Liberia;LBR;53.9183554817276;38.4;0.6;..;75.1353366841574;..;..;52.573;0.299744907783239;78.7705564784053;0.998322660417257;62.072;1460;29.8
2021;YR2021;Libya;LBY;3.82786239585346;8.4;0.1;..;99.8915237987819;..;..;80.994;9.34907354218691;0.123327687918433;..;74.396;17930;70.2
2021;YR2021;Madagascar;MDG;49.7003317291165;51;0.2;..;52.7043071877967;..;..;39.207;0.105755868629354;21.3416925060158;0.692132176722242;66.87;1610;35.1
2021;YR2021;Malawi;MWI;210.964594823929;17.8;2.4;..;71.0728290743371;..;..;17.695;0.2619139051678;23.3315655494272;0.75913111163443;66.469;1680;14.2
2021;YR2021;Malaysia;MYS;102.188020088267;2.7;0.1;6.34104013442993;97.1094167919655;55.46;5.61;77.696;7.76172865842053;58.0243189773246;0.986864882084694;77.362;29630;100
2021;YR2021;Maldives;MDV;1738.19;..;0.1;..;99.5621142590515;..;..;41.102;4.08701005068491;2.73333333333333;..;81.019;17110;100
2021;YR2021;Mali;MLI;17.952108278219;12.8;0.5;..;82.203990401809;..;..;44.677;0.293983337033405;10.896663634352;3.43787625232372;60.331;2290;53.4
2021;YR2021;Marshall Islands;MHL;233.611111111111;..;..;19.3738403320312;85.2774425394235;37.337;16.4;78.162;0;52.2222222222222;..;67.2;7210;99.8
2021;YR2021;Mauritania;MRT;4.47751431066266;8.7;0.1;..;76.0527121974143;..;..;56.133;0.956321747424796;0.298211603764432;2.29399489807024;66.098;5890;47.7
2021;YR2021;Mauritius;MUS;634.118177265899;6.8;..;37.2035789489746;100;40.349;9.965;40.775;3.18825838996663;19.4341512268403;0.166434352050263;77.24;23970;99.6
2021;YR2021;Micronesia, Fed. Sts.;FSM;161.615714285714;..;..;..;..;..;..;23.068;0;92.0714285714286;..;74.608;4320;83.6
2021;YR2021;Moldova;MDA;90.110355122019;2.5;0.1;2.22090005874634;91.5802432613736;71.978;0.224;42.998;3.54922107135001;11.7227782832878;0.367566304907699;73.547;15990;100
2021;YR2021;Mongolia;MNG;2.14944908754824;8;0.1;..;82.8158097535252;53.507;3.627;68.785;6.61978587614128;9.09894465963877;0.634517577391162;75.696;12770;100
2021;YR2021;Montenegro;MNE;46.0379925650558;2.5;0.1;0.461589992046356;98.8603939935067;44.412;31.153;67.826;..;61.4869888475836;1.55528019503059;77;25020;99.8
2021;YR2021;Morocco;MAR;83.0754738964822;6.3;0.1;16.2168693542481;86.8433142429705;20.9;22.11;64.065;2.04519111037845;12.8903354246023;3.94279963364595;76.398;8460;100
2021;YR2021;Mozambique;MOZ;40.790803428368;30.5;7;..;61.4809315914592;..;..;37.628;0.279932033696841;46.412173122409;1.88537169538203;62.432;1410;31.5
2021;YR2021;Myanmar;MMR;82.4276954663153;3.8;0.4;..;82.3310617247242;..;..;31.448;0.690067326561295;43.2901466284646;3.39115163606364;69.001;5060;72.5
2021;YR2021;Namibia;NAM;3.07321964313911;17.1;5.8;..;85.6986632731503;..;..;53.005;1.5510931956235;7.97761420641572;3.25048104938115;62.985;10380;55.2
2021;YR2021;Nepal;NPL;209.52207185211;5.4;0.1;..;91.2422508128062;..;..;21.008;0.524208615491752;41.5907220090687;1.23009788741636;70.362;4490;89.9
2021;YR2021;Nicaragua;NIC;56.9265414658468;17.8;0.1;..;..;..;..;59.277;0.792973984532606;27.4848761841449;0.540141928775309;76.803;6440;86.3
2021;YR2021;Niger;NER;19.9358348464514;16.1;0.1;3.81533002853394;48.060252645199;..;..;16.751;0.101640528098317;0.842567300860504;1.35370281969671;62.794;1570;18.6
2021;YR2021;Nigeria;NGA;234.308687154825;15.9;..;19.110200881958;78.0001935748374;..;..;52.746;0.577237752176447;23.5664876972232;1.01270192678284;53.07;5510;59.5
2021;YR2021;North Macedonia;MKD;72.8435368754956;3.6;..;0.731299996376038;97.8402722140626;43.064;17.593;58.786;4.5385860648822;39.7101506740682;1.46631957337464;75.5;21390;100
2021;YR2021;Pakistan;PAK;300.179167963885;18.5;0.1;..;90.4824630644152;24.53;8.479;37.44;0.933715744700814;4.7796803652968;2.87198606564158;68.623;5480;94.9
2021;YR2021;Papua New Guinea;PNG;21.9702270017224;23.4;0.5;..;49.1692326810418;..;..;13.456;0.463634273979523;79.1022170207128;0.339121498498937;68.415;3820;20.9
2021;YR2021;Paraguay;PRY;16.8733929020891;4.2;0.1;20.2087306976318;99.5958982324205;59.949;..;62.496;1.48116016008237;39.8261432167128;0.928803634265998;73.385;14830;100
2021;YR2021;Peru;PER;26.34021171875;7;0.1;22.1776695251465;94.2088981939542;64.773;3.79;78.5;1.65242241462384;56.373072890625;1.18067972352829;74.746;13870;95.6
2021;YR2021;Philippines;PHL;381.930871650401;5.2;0.1;..;94.4642805883106;44.055;3.38;47.684;1.28329626869357;24.226045544488;1.40682590650867;71.482;9110;97.5
2021;YR2021;Rwanda;RWA;545.678475881638;31.6;1;4.87480020523071;64.4521093451099;52.651;16.955;17.568;0.117814083730306;11.2282124037292;1.51203855994152;68.164;2650;48.7
2021;YR2021;Samoa;WSM;78.6920863309353;4.6;..;20.2683601379394;98.2720159951158;..;..;17.742;1.58755553930263;57.9820143884892;..;75.503;5990;98.3
2021;YR2021;Sao Tome and Principe;STP;232.403125;13.1;0.2;..;77.2851304937535;..;..;75.073;0.755691215425782;53.4166666666667;..;70.419;5730;78.5
2021;YR2021;Senegal;SEN;87.6576118007583;5.7;0.1;17.8583908081055;85.0712263043194;..;..;48.6;0.69192354912566;41.6982288474523;1.73912588958141;69.284;4150;68
2021;YR2021;Serbia;SRB;81.2739445831847;2.5;0.1;0.213540002703667;95.6796651425095;48.929;10.151;56.651;..;32.3812581757641;2.00618591411266;75.7;21700;100
2021;YR2021;Sierra Leone;SLE;116.661692989748;27.8;1.1;6.54563999176025;64.2044175927295;..;..;43.372;0.125477383491352;34.8455250761984;0.609065850522684;61.354;1610;27.5
2021;YR2021;Solomon Islands;SLB;25.2894247945695;19;..;..;67.4476106942439;..;..;25.128;0.439075455145221;90.1121829224723;..;71.959;2750;76.3
2021;YR2021;Somalia;SOM;27.2030812637485;48.7;..;..;58.0137282064604;..;..;46.731;0.0537983441641981;9.40996907578028;..;57.414;1460;49.3
2021;YR2021;South Africa;ZAF;48.9594795110008;7.9;9.2;5.50459003448486;94.1326997120042;45.354;43.191;67.847;7.05420765721052;14.0250847010527;0.809812625998238;64.999;13900;89.3
2021;YR2021;South Sudan;SSD;17.0086433623977;21.4;1;..;41.0656616457638;..;..;20.514;..;11.3256215087114;2.62614385621105;56.472;..;7.7
2021;YR2021;Sri Lanka;LKA;358.163595215002;5.3;0.1;..;89.0022141318241;31.696;4.735;18.86;0.955510922549197;34.1070158422244;1.89424834227119;79.502;13990;100
2021;YR2021;St. Lucia;LCA;294.509836065574;..;..;..;96.8882330165684;60.536;30.939;18.94;1.36486855068995;34.0491803278688;..;74.717;17890;100
2021;YR2021;St. Vincent and the Grenadines;VCT;267.517948717949;3.1;..;..;..;..;..;53.452;0.763907525974773;73.1794871794872;..;72.396;15370;100
2021;YR2021;Sudan;SDN;24.4417569593148;11.9;0.1;..;63.8820096510733;..;..;35.593;0.52695300951644;9.73629014989293;0.915918757058143;67.879;3290;61.8
2021;YR2021;Suriname;SUR;3.92939102564103;9;0.3;40.2431907653809;97.9911269137848;..;..;66.219;5.35853242738403;97.3336108974359;..;73.551;16090;98.8
2021;YR2021;Syrian Arab Republic;SYR;116.126814790612;27.8;0.1;6.08619022369385;94.0536926763222;..;..;56.124;1.27391354688277;2.84310842454937;..;75.175;2780;88.8
2021;YR2021;Tajikistan;TJK;70.2504791411485;9.3;0.1;..;81.8940783642255;..;..;27.726;1.0681570910714;3.0607392463434;0.929863567458312;73.734;4900;99.6
2021;YR2021;Tanzania;TZA;71.7863332580718;23.5;1.9;4.54768991470337;59.3611707703099;..;..;35.954;0.26012947595073;51.1131180853466;1.0794434996739;68.311;3390;42.7
2021;YR2021;Thailand;THA;140.149744563409;5.2;0.2;..;99.9999979923494;59.226;0.784;52.163;3.85871290278866;38.8283192076572;1.30612765710848;83.041;19580;100
2021;YR2021;Timor-Leste;TLS;88.8326832548756;22.3;0.1;..;85.5609144685612;27.91;3.665;31.695;0.415536791168727;61.8493611297915;1.08312161714349;69.544;7590;100
2021;YR2021;Togo;TGO;158.941514984372;17.4;0.8;33.001220703125;69.9469819723585;..;..;43.358;0.274325842651139;22.1788931788932;3.11153706019691;62.391;2650;55.7
2021;YR2021;Tonga;TON;147.245833333333;..;..;..;98.7746885865332;50.542;2.206;23.104;1.53843251553996;12.4305555555556;..;73.719;7180;100
2021;YR2021;Tunisia;TUN;78.9324536560247;3;0.1;7.75381994247437;96.9389930485919;..;..;69.888;2.86616282906245;4.53308444902163;2.63670026160052;77.145;11840;99.9
2021;YR2021;Turkmenistan;TKM;13.4953184516843;5.7;..;..;99.9999996920262;..;..;52.998;10.8216444557625;8.78215904496414;..;72.663;..;100
2021;YR2021;Tuvalu;TUV;373.466666666667;..;..;16.5517196655273;99.2371947931855;..;..;64.785;0;33.3333333333333;..;69.138;6820;99.7
2021;YR2021;Uganda;UGA;228.674336724516;31.6;2.6;..;57.605574850406;74.53;1.71;25.553;0.160704315356523;11.4534375623379;2.57785468025078;64.92;2630;45.2
2021;YR2021;Ukraine;UKR;75.6799896444598;4.8;..;1.35985004901886;93.5346392723758;47.768;12.05;69.757;4.11657865931039;16.7345529858474;3.22834693677077;74.36;17520;100
2021;YR2021;Uzbekistan;UZB;79.234908193068;2.5;..;0.613210022449493;96.289742637527;..;..;50.427;3.65779848833313;8.43180461723851;..;73.39;8200;99.9
2021;YR2021;Vanuatu;VUT;26.1802296964725;9.5;..;..;90.9130173544929;..;..;25.665;0.668051651798444;36.2838392124692;..;72.945;3440;70
2021;YR2021;Viet Nam;VNM;310.973231577167;5;0.1;1.54196000099182;97.3175133830786;68.202;1.837;38.052;3.46462530805871;46.9611618580284;..;78.235;11600;100
2021;YR2021;West Bank and Gaza;PSE;817.05377593361;..;..;43.8058090209961;98.1710001856796;17.207;16.902;77.003;..;1.68298755186722;..;75.939;6800;100
2021;YR2021;Yemen, Rep.;YEM;62.4687785290831;34.5;0.1;..;61.5952068631454;..;..;38.546;0.372637613756089;1.03983180862549;..;67.134;..;74.9
2021;YR2021;Zambia;ZMB;26.1950322172749;29.8;5;..;68.0347831787982;54.104;5.147;45.192;0.455314696536894;60.0301501230848;0.979965767794135;63.928;3220;46.7
2021;YR2021;Zimbabwe;ZWE;41.3429598035414;38.4;4.7;..;62.2527975841627;60.014;7.933;32.303;0.602693940372366;44.9748222825385;0.815977410678401;62.045;3220;49
2021;YR2021;American Samoa;ASM;225.175;..;..;..;99.2447518116509;..;..;87.169;0.002220495170423;85.5;..;..;..;..
2021;YR2021;Andorra;AND;168.157446808511;..;..;3.64964008331299;100;..;..;87.858;..;34.0425531914894;..;..;63290;100
2021;YR2021;Antigua and Barbuda;ATG;211.861363636364;..;..;..;98.364957284814;..;..;24.38;2.86636844420129;18.3029545454545;..;80.941;24620;100
2021;YR2021;Aruba;ABW;591.872222222222;..;..;..;..;..;..;43.866;4.1112477355285;2.33333333333333;..;77.315;37070;100
2021;YR2021;Austria;AUT;108.528805138148;2.5;..;6.3300199508667;100;56.088;13.052;58.995;7.31972821626037;47.2944740668929;0.873694846766333;83.7;64410;100
2021;YR2021;Bahamas, The;BHS;40.7498501498501;..;0.3;..;..;..;..;83.365;3.41181546728903;50.9350649350649;..;75.096;27240;100
2021;YR2021;Bahrain;BHR;1852.23417721519;..;..;..;99.9198990209829;..;..;89.622;25.8482913211209;0.911392405063291;3.55388299692097;80.018;50850;100
2021;YR2021;Barbados;BRB;653.953488372093;2.5;0.3;13.2843704223633;98.5144504186196;..;..;31.246;2.31685633001422;14.6511627906977;..;79.359;14470;100
2021;YR2021;Belgium;BEL;382.635237780713;2.5;0.1;54.1244010925293;100;50.03;13.539;98.117;8.3917800451313;22.7642007926024;1.05034404939086;84.3;62770;100
2021;YR2021;Bermuda;BMU;1180.81481481481;..;..;..;99.9031400170636;..;..;100;4.79267298161972;18.5185185185185;..;82.708;97550;100
2021;YR2021;British Virgin Islands;VGB;207.48;..;..;29.6778907775879;99.8643835616439;..;..;48.92;1.99858620911253;24.1333333333333;..;77.457;..;100
2021;YR2021;Brunei Darussalam;BRN;84.5110056925996;..;..;..;99.9000492228337;54.891;9.315;78.554;22.0314208539808;72.1062618595825;3.23636748209722;76.881;79870;100
2021;YR2021;Bulgaria;BGR;63.3543017686072;2.5;0.1;2.05142998695373;99.0892984922743;49.051;15.75;76.025;6.65876872689195;35.9801031687546;1.51713160983634;75.1;28240;99.8
2021;YR2021;Canada;CAN;4.351026204103;2.5;..;6.3998498916626;99.2219886396018;61.051;15.703;81.653;14.6964644016516;39.4701279256318;1.26729446473527;84.02;55300;100
2021;YR2021;Cayman Islands;CYM;283.9;..;..;45.7701110839844;95.5355828220859;..;..;100;4.33838205941059;52.75;..;83.7;52920;100
2021;YR2021;Channel Islands;CHI;872.136363636364;..;..;..;..;..;..;31.012;..;5.15151515151515;..;83.355;..;100
2021;YR2021;Chile;CHL;26.2170074724423;2.5;0.1;63.0461082458496;100;46.665;10.457;87.817;5.02814214445418;24.6574727113292;1.93228691717414;81.437;27410;100
2021;YR2021;Croatia;HRV;69.3170300214439;2.5;..;1.06955003738403;..;45.794;12.037;57.878;4.38715734879856;34.6963902787706;2.01266537086965;79.6;37240;100
2021;YR2021;Curacao;CUW;343.173423423423;..;..;..;..;..;..;89.038;..;0.157657657657658;..;..;25460;100
2021;YR2021;Cyprus;CYP;134.652380952381;2.5;0.1;11.1729803085327;99.7651324768156;57.89;9.744;66.856;5.975865383688;18.6699134199134;1.90746002348489;83.204;44210;100
2021;YR2021;Czechia;CZE;136.108349053848;2.5;0.1;3.47150993347168;99.8807192964404;51.956;14.361;74.214;9.54615234368307;34.7066980208929;1.39741190368455;80.5;46440;100
2021;YR2021;Denmark;DNK;146.418325;2.5;0.1;18.0379009246826;99.9999998331871;58.107;8.864;88.24;5.21895056510174;15.7345;1.32422710157036;83.3;72640;100
2021;YR2021;Estonia;EST;31.1329122807018;2.5;0.1;7.07034015655518;99.9999991547783;58.288;15.054;69.415;8.74282082029736;57.0385964912281;2.01304423406157;81.4;43940;100
2021;YR2021;Faroe Islands;FRO;38.6051094890511;..;..;..;100;..;..;42.583;0.0397057989373972;0.0583941605839416;..;85.3;69830;100
2021;YR2021;Finland;FIN;18.2301659134121;2.5;..;1.71475994586945;100;56.677;16.851;85.596;7.04749687647592;73.7264996576714;1.26152989821883;84.6;58690;100
2021;YR2021;French Polynesia;PYF;87.5920484010372;5.1;..;..;100;..;..;62.066;3.07533417534996;43.0596369922213;..;82.632;..;100
2021;YR2021;Gibraltar;GIB;3266.9;..;..;9.09708023071289;100;..;..;100;19.6088034528146;0;..;81.701;..;100
2021;YR2021;Greece;GRC;81.9953995345229;2.5;0.1;6.8057599067688;99.9999952318863;43.531;22.952;80.038;5.12507702801166;30.2699767261443;3.8631706100809;82.9;32760;100
2021;YR2021;Greenland;GRL;0.138026556218784;..;..;..;100;..;..;87.507;7.75598820892098;0.000535997076379583;..;73.75;..;100
2021;YR2021;Guam;GUM;315.803703703704;..;..;..;99.6952;..;..;95.015;0.00175917998756846;51.8518518518518;..;80.704;..;100
2021;YR2021;Guyana;GUY;4.08720853441707;2.5;0.3;9.44649028778076;95.5688661334444;..;..;26.897;4.65045173366544;93.5033441706884;0.995030769840688;69.104;21900;92.9
2021;YR2021;Hong Kong SAR, China;HKG;7060.09523809524;2.5;..;19.2733306884766;100;54.186;4.507;100;4.64243029232035;..;..;87.94;70450;100
2021;YR2021;Hungary;HUN;106.398104317335;2.5;..;19.1174392700195;99.9999988534441;52.815;11.458;72.245;5.30021397768523;22.4803495507342;1.68336608855554;77.8;37420;100
2021;YR2021;Iceland;ISL;3.69453535654071;2.5;0.1;3.10086989402771;100;69.292;9.323;93.944;8.2653280360786;0.515752256272935;..;84.6;62050;100
2021;YR2021;Ireland;IRL;73.0608796632312;2.5;0.1;1.05625998973846;95.9958314677729;57.998;14.942;63.912;7.18613579847587;11.4097837131659;0.251475874908046;84.3;85210;100
2021;YR2021;Isle of Man;IMN;147.829824561404;..;..;..;99.7474298387097;..;..;53.076;..;6.07017543859649;..;82.531;..;100
2021;YR2021;Israel;ISR;433.059149722736;2.5;..;23.9023609161377;100;59.728;6.348;92.674;6.35090808203684;6.46950092421442;4.97605222586197;84.6;45530;100
2021;YR2021;Kuwait;KWT;238.502469135802;2.5;0.1;38.4232406616211;100;..;..;100;24.2088094578169;0.350729517396184;6.59030254506636;81.463;58120;100
2021;YR2021;Latvia;LVA;30.2826610959344;2.5;0.1;2.9989800453186;98.8420437979057;54.322;16.529;68.421;3.84125147918004;54.8716053350474;2.06553307283479;78;36090;100
2021;YR2021;Liechtenstein;LIE;243.99375;..;..;2.97378993034363;100;..;..;14.471;..;41.875;..;86.4;..;100
2021;YR2021;Lithuania;LTU;44.7346909439387;2.5;0.1;5.2261700630188;98.0259726580572;57.344;17.476;68.249;5.01896039008311;35.1807490816164;1.96692451680381;78.8;44640;100
2021;YR2021;Luxembourg;LUX;248.62068161867;2.5;0.1;11.3419599533081;99.8830082695794;58.015;8.434;91.672;13.480995650435;34.4538272103664;0.471678356636088;84.8;94500;100
2021;YR2021;Macao SAR, China;MAC;20806.2727272727;8;..;97.066291809082;100;..;..;100;3.22120223067927;..;..;87.948;73470;100
2021;YR2021;Malta;MLT;1620.425;4.6;0.1;41.9435081481934;99.9999991222723;59.871;4.755;94.81;3.229476834781;1.4375;0.496378473621832;84.3;48070;100
2021;YR2021;Monaco;MCO;17603.6468330134;..;..;31.5217399597168;100;..;..;100;..;0;..;..;..;100
2021;YR2021;Nauru;NRU;625.55;..;..;..;..;56.786;6.13;100;0;0;..;67.303;17050;100
2021;YR2021;New Caledonia;NCL;14.7915754923414;4.8;..;..;99.5386729881695;..;..;71.925;19.6800917193683;45.8380743982495;..;83.082;..;100
2021;YR2021;New Zealand;NZL;19.4117200258251;2.5;0.1;1.99484002590179;99.9999962306108;66.114;..;86.789;6.75824154324731;37.6306509437545;1.16789777249676;84;46920;100
2021;YR2021;Northern Mariana Islands;MNP;107.567391304348;..;..;..;100;..;..;91.89;0;52.9565217391304;..;..;..;100
2021;YR2021;Norway;NOR;14.8470090866665;2.5;..;3.82236003875732;100;60.714;10.8;83.323;8.18050707058754;33.4581491750625;1.72188687044335;84.7;90750;100
2021;YR2021;Oman;OMN;14.6057221324717;2.8;0.1;15.1110401153565;92.3097193933451;34.97;0.71;87.044;19.6803164979932;0.00786203554119548;6.55798322028562;74.716;36290;100
2021;YR2021;Palau;PLW;39.1826086956522;..;..;20.6521701812744;99.564552006041;..;..;81.483;73.7294718153573;90.195652173913;..;..;16450;100
2021;YR2021;Panama;PAN;58.6582232407657;5.3;0.2;13.6357097625732;94.6061069769306;46.713;8.764;68.775;2.4980769968839;56.6517026152602;..;79.594;29210;95.3
2021;YR2021;Poland;POL;123.316314929762;2.5;0.1;7.06944990158081;90.3615703186745;50.582;4.675;60.075;8.66889355596999;31.0192747468148;2.22199525295471;79.6;38630;100
2021;YR2021;Portugal;PRT;113.113510527741;2.5;0.1;12.9321804046631;99.2456837063356;53.819;8.114;66.849;3.81547431144168;36.154994891142;1.53634038088802;84.4;38400;100
2021;YR2021;Puerto Rico;PRI;367.834611048478;..;..;..;100;..;..;93.592;3.9418051284629;56.011273957159;..;84.522;27960;100
2021;YR2021;Qatar;QAT;233.963011314186;..;0.1;63.4815406799316;99.9828259022685;59.6;0.17;99.278;39.6353369404088;0;6.4523551123317;80.937;107190;100
2021;YR2021;Romania;ROU;83.1104789638387;2.5;0.1;1.7318799495697;99.9999977769296;41.023;12.61;54.329;4.19019207084342;30.1158292767733;1.86366582653499;76.6;37210;100
2021;YR2021;San Marino;SMR;562.416666666667;..;..;..;100;70.96;..;97.62;..;16.6666666666667;..;..;59020;100
2021;YR2021;Seychelles;SYC;215.778260869565;4.3;..;14.606499671936;96.4188435589863;..;..;57.972;10.8313687561708;73.2608695652174;2.77755038036736;75.6;28720;100
2021;YR2021;Singapore;SGP;7595.49582172702;..;..;4.4074501991272;100;64.165;5.733;100;10.098273313278;21.4345403899721;2.78363121983816;85.5;112140;100
2021;YR2021;Sint Maarten (Dutch part);SXM;1197.29411764706;..;..;..;..;..;..;100;..;10.8823529411765;..;76.696;40390;100
2021;YR2021;Slovak Republic;SVK;113.295486688852;2.8;0.1;8.08419036865234;99.7874584339023;55.082;43.57;53.82;6.65716094753919;40.05615640599;1.77217536688217;78.2;36700;100
2021;YR2021;Slovenia;SVN;104.689964442502;2.5;0.1;1.01918005943298;99.5;54.048;10.462;55.427;6.77427174218803;61.3711140025029;1.23544123825207;83.8;45940;100
2021;YR2021;St. Kitts and Nevis;KNA;183.1;..;..;23.7115306854248;..;..;..;30.906;2.06066462210646;42.3076923076923;..;75.341;25460;100
2021;YR2021;St. Martin (French part);MAF;638.96;..;..;..;99.9263338252635;..;..;..;..;24.8;..;83.624;..;100
2021;YR2021;Sweden;SWE;25.5738569744311;2.5;..;11.6973695755005;99.7384457673194;63.253;33.669;88.238;3.65138153908515;68.6990689582005;1.19327656149619;84.9;66040;100
2021;YR2021;Trinidad and Tobago;TTO;297.400194931774;12.2;0.2;7.2240400314331;98.8751707692306;46.313;5.855;53.265;19.1817590123114;44.3996101364522;0.894832903670522;76.403;27530;100
2021;YR2021;Turks and Caicos Islands;TCA;47.4884210526316;..;..;41.1104507446289;98.787653792082;..;..;93.834;1.88411579554019;11.0736842105263;..;77.702;21360;100
2021;YR2021;United Arab Emirates;ARE;131.866305266122;2.5;0.1;..;100;52.567;0.552;87.299;22.8988766324494;4.46775556181357;..;80.937;68790;100
2021;YR2021;Uruguay;URY;19.5763912695692;2.5;0.2;16.4589195251465;99.504241877115;56.029;..;95.603;2.49044147262613;11.7243743572163;2.10130868239947;79.258;26280;100
2021;YR2021;Virgin Islands (U.S.);VIR;302.485714285714;..;..;..;..;..;..;96.04;0.00188910928497214;57.3142857142857;..;83.5;..;100
2020;YR2020;Argentina;ARG;16.580892611147;3.3;0.1;25.7769393920898;..;46.806;17.109;92.111;3.61476203139479;10.4407148781923;0.734492612232545;79.285;21700;100
2020;YR2020;Australia;AUS;3.33452695130798;2.5;0.1;29.6109008789062;99.9698176501115;60.209;10.673;86.241;15.4924853937238;17.4213145571644;2.01064009885885;85.3;52840;100
2020;YR2020;Brazil;BRA;25.5076253807665;3.7;..;18.6220607757568;99.3208587959277;50.247;21.644;87.073;2.0999210192687;59.4174780513368;1.32666026860555;77.375;15430;99.7
